category,subcategory,brand,model,wattage
Laundry,Dryer,ELEMENT,ETD7527EBW,2.1132
Laundry,Dryer,Midea,MLE52N3AWW,2.1132
Laundry,Dryer,Midea,MDH210-V042/B01EHS-US,2.1132
Laundry,Dryer,Midea,MLE45N1AWW,2.1132
Laundry,Dryer,Midea,MLE52N4AWW,2.1132
Laundry,Dryer,TECHOMEY,HDF-210ALKM(E),2.1132
Laundry,Dryer,Midea,MLE52N5AWW,2.1132
Laundry,Dryer,Midea,MLHE52S6BGG,2.1132
Laundry,Dryer,Kenmore,405.8228##,2.1132
Laundry,Dryer,Kenmore,405.8227##,2.1132
Laundry,Dryer,KOOLMORE,FLD-8CWH,2.1132
Laundry,Dryer,Direct Supply,0-36CJ8,2.1132
Laundry,Dryer,Speed Queen,ADGE9***118T***,2.1109
Laundry,Dryer,LG,DLGX3701*,2.1048
Laundry,Dryer,LG,DLGX4001*,2.1048
Laundry,Dryer,Kenmore,9146#,2.1048
Laundry,Dryer,LG,DLGX4081*,2.1048
Laundry,Dryer,Bosch,WTG86403UC,2.1003
Laundry,Dryer,Bosch,WTG865H4UC,2.1003
Laundry,Dryer,Samsung,DVG45T61***,2.0808
Laundry,Dryer,Samsung,DVG45R63***,2.0808
Laundry,Dryer,Samsung,DVG54R76***,2.0808
Laundry,Dryer,Samsung,DVG54R72***,2.0808
Laundry,Dryer,Samsung,DVG50R85***,2.0808
Laundry,Dryer,Samsung,DVG50A85***,2.0808
Laundry,Dryer,Insignia,Clothe Dryers,2.0791
Laundry,Dryer,LG,DLGX7601*,2.0747
Laundry,Dryer,LG,DLGX7601*E,2.0747
Laundry,Dryer,LG,DLGY1902*E,2.0747
Laundry,Dryer,LG,DLG7101*,2.0747
Laundry,Dryer,LG,DLGX3901*,2.0747
Laundry,Dryer,LG,DLG3501*,2.0747
Laundry,Dryer,LG,DLG7301*E,2.0747
Laundry,Dryer,Kenmore,7155#,2.0747
Laundry,Dryer,LG,DLG7201*E,2.0747
Laundry,Dryer,LG,DLG7051*,2.0747
Laundry,Dryer,LG,DLG3401*,2.0747
Laundry,Dryer,Kenmore,7177#,2.0747
Laundry,Dryer,Kenmore,7145#,2.0747
Laundry,Dryer,LG,DLGX7881*E,2.0747
Laundry,Dryer,LG,DLGX4201*,2.0747
Laundry,Dryer,LG,DLG3601*,2.0747
Laundry,Dryer,LG,DLG7151*,2.0747
Laundry,Dryer,LG,WKGX201H*A,2.0747
Laundry,Dryer,LG,WSGX201H*A,2.0747
Laundry,Dryer,LG,DLGX7901*E,2.0747
Laundry,Dryer,LG,DLGX7801*E,2.0747
Laundry,Dryer,LG,DLGX4501*,2.0747
Laundry,Dryer,Kenmore,9136#,2.0747
Laundry,Dryer,Kenmore,9156#,2.0747
Laundry,Dryer,LG,DLG3461*,2.0747
Laundry,Dryer,LG,DLG7061*E,2.0747
Laundry,Dryer,LG,DLGX6701*,2.0747
Laundry,Dryer,LG,DLG7001*,2.0747
Laundry,Dryer,LG,WKG101H*A,2.0747
Laundry,Dryer,LG,DLG7401*E,2.0747
Laundry,Dryer,LG,DLGX7481*E,2.0747
Laundry,Dryer,LG,DLG8401*E,2.0747
Laundry,Dryer,LG,DLGX8601*E,2.0747
Laundry,Dryer,LG,DLG8481*E,2.0747
Laundry,Dryer,LG,DLG8201*,2.0747
Laundry,Dryer,LG,DLG3471*,2.0747
Laundry,Dryer,LG,DLGX6501*,2.0747
Laundry,Dryer,LG,DLG6101*,2.0747
Laundry,Dryer,LG,DLGX5501*,2.0747
Laundry,Dryer,LG,WKGX301H*A,2.0747
Laundry,Dryer,LG,SWWG50*3,2.0747
Laundry,Dryer,LG,DLG6101**,2.0747
Laundry,Dryer,LG,DLG7001**,2.0747
Laundry,Dryer,LG,DLG7151**,2.0747
Laundry,Dryer,LG,DLG7401*E*,2.0747
Laundry,Dryer,LG,DLGX7901*E*,2.0747
Laundry,Dryer,LG,SWWG50*4,2.0747
Laundry,Dryer,LG,DLHX4372*,2.0681
Laundry,Dryer,GE,G78G_4_NA,2.0515
Laundry,Dryer,GE,G78G_4_NA+,2.0515
Laundry,Dryer,GE,G78G_4_NA,2.0515
Laundry,Dryer,Speed Queen,ADG6H***117T***,2.0515
Laundry,Dryer,GE Profile,M74G_4_R,2.0515
Laundry,Dryer,GE,G78G_4_NA+,2.0515
Laundry,Dryer,GE Profile,G78G_4_VA,2.0515
Laundry,Dryer,GE Profile,G78G_4_VA,2.0515
Laundry,Dryer,Speed Queen,DR3004WG,2.0515
Laundry,Dryer,Speed Queen,DC5004WG,2.0515
Laundry,Dryer,Speed Queen,DC5004BG,2.0515
Laundry,Dryer,Speed Queen,ADG6H***118T***,2.0515
Laundry,Dryer,Samsung,WH46DBH1**E*,2.0515
Laundry,Dryer,Samsung,DV52J870*E*,2.0427
Laundry,Dryer,Samsung,DV52J806*E*,2.0427
Laundry,Dryer,Samsung,DV48J777*E*,2.0427
Laundry,Dryer,Samsung,DV48J770*E*,2.0427
Laundry,Dryer,GE,G78G_4_T,2.0230
Laundry,Dryer,GE,G78G_4_T,2.0230
Laundry,Dryer,Samsung,DVG50A88***,2.0230
Laundry,Dryer,Samsung,DVG50A86***,2.0230
Laundry,Dryer,Samsung,DVG45A64***,2.0230
Laundry,Dryer,GE Profile,G78G_4_T,2.0230
Laundry,Dryer,Whirlpool,WED8000D*+,2.0141
Laundry,Dryer,Whirlpool,WED8500D*+,2.0141
Laundry,Dryer,Whirlpool,WED8700E**,2.0141
Laundry,Dryer,Kenmore,C6813241*,2.0141
Laundry,Dryer,Kenmore,C6913341*,2.0141
Laundry,Dryer,GE,M60E_1_N,2.0141
Laundry,Dryer,GE,M60E_1_N,2.0141
Laundry,Dryer,GE,M60E_1_N,2.0141
Laundry,Dryer,Samsung,DVG50BG83***,1.9953
Laundry,Dryer,Samsung,DVG46BB67***,1.9953
Laundry,Dryer,Samsung,DVG46BG65***,1.9953
Laundry,Dryer,Insignia,NS-FDRG80W3***,1.9953
Laundry,Dryer,Insignia,NS-FDRG80W3,1.9953
Laundry,Dryer,Midea,MDH210-VG042/B01EHS-US,1.9953
Laundry,Dryer,Midea,MLG52N3AWW,1.9953
Laundry,Dryer,Midea,MLG45N1AWW,1.9953
Laundry,Dryer,Samsung,DVG55A77***,1.9953
Laundry,Dryer,Samsung,DVG55A73***,1.9953
Laundry,Dryer,Samsung,DVG60A99***,1.9953
Laundry,Dryer,Criterion,CFDG80N1AW,1.9953
Laundry,Dryer,Samsung,DVG54CG755**,1.9953
Laundry,Dryer,Samsung,DVG55CG75***,1.9953
Laundry,Dryer,ELEMENT,EFD8027GBW,1.9953
Laundry,Dryer,Smad,DDF-210ALKM(G),1.9953
Laundry,Dryer,Samsung,WH53DBH7**G*,1.9953
Laundry,Dryer,Samsung,WH46DBH5**G*,1.9953
Laundry,Dryer,Samsung,WH46DBH1**G*,1.9953
Laundry,Dryer,LG,DLGX5001*,1.9894
Laundry,Dryer,LG,DLGX5011*,1.9894
Laundry,Dryer,Maytag,MED3100D*+,1.9831
Laundry,Dryer,Maytag,MED4100D*+,1.9831
Laundry,Dryer,Maytag,YMED3100D*+,1.9831
Laundry,Dryer,Maytag,YMED4100D*+,1.9831
Laundry,Dryer,Whirlpool,WED95HED*+,1.9831
Laundry,Dryer,Whirlpool,WED97HED*+,1.9831
Laundry,Dryer,Whirlpool,YWED95HED*+,1.9831
Laundry,Dryer,Whirlpool,YWED97HED*+,1.9831
Laundry,Dryer,Samsung,DV50K86**E*,1.9799
Laundry,Dryer,Samsung,DV45K76**E*,1.9799
Laundry,Dryer,Samsung,DV50K75**E*,1.9799
Laundry,Dryer,Samsung,DV45K65**E*,1.9799
Laundry,Dryer,Samsung,DV45K62**E*,1.9799
Laundry,Dryer,Kenmore,592-8969*,1.9799
Laundry,Dryer,Kenmore,592-8968*,1.9799
Laundry,Dryer,Kenmore,592-8967*,1.9799
Laundry,Dryer,Kenmore,592-8966*,1.9799
Laundry,Dryer,Samsung,DV45K71**E*,1.9799
Laundry,Dryer,Samsung,DVE45M55***,1.9799
Laundry,Dryer,Samsung,DVE60M99***,1.9799
Laundry,Dryer,Samsung,DVE55M96***,1.9799
Laundry,Dryer,Samsung,DVE54M87***,1.9799
Laundry,Dryer,Samsung,DVE52M86***,1.9799
Laundry,Dryer,Samsung,DVE52M77***,1.9799
Laundry,Dryer,FINLUX,DR4400WSB,1.9767
Laundry,Dryer,FINLUX,DR4409DSCH,1.9767
Laundry,Dryer,FINLUX,DR4408SCH,1.9767
Laundry,Dryer,FINLUX,DR4405WCH,1.9767
Laundry,Dryer,Avanti,FLD40V0W,1.9767
Laundry,Dryer,Equator Advanced Appliances,CD 4040 T,1.9767
Laundry,Dryer,Danby,DDY040D1SKDSDB,1.9767
Laundry,Dryer,Danby,DDY040D1SKWDB,1.9767
Laundry,Dryer,Danby,DDY040D4DSDB,1.9767
Laundry,Dryer,Marathon,MVD420W,1.9767
Laundry,Dryer,Magic Chef,MCSDRY24W1,1.9767
Laundry,Dryer,Equator Advanced Appliances,CD 4040 W,1.9767
Laundry,Dryer,AEG,DC240,1.9767
Laundry,Dryer,Danby,DDY040D1DSDB,1.9767
Laundry,Dryer,Kenmore,8120#,1.9767
Laundry,Dryer,Danby,DDY040D3WDB,1.9767
Laundry,Dryer,Danby,DDY040D4WDB,1.9767
Laundry,Dryer,Samsung,DVG53BB89***,1.9683
Laundry,Dryer,Samsung,DVG53BB87***,1.9683
Laundry,Dryer,ELEMENT,ETD7527GBW,1.9683
Laundry,Dryer,Kenmore,405.9227##,1.9683
Laundry,Dryer,Maytag,MEDB835D*+,1.9531
Laundry,Dryer,Maytag,YMEDB835D*+,1.9531
Laundry,Dryer,Whirlpool,WED72HED*+,1.9531
Laundry,Dryer,Whirlpool,WED81HED*+,1.9531
Laundry,Dryer,Whirlpool,WED8740D*+,1.9531
Laundry,Dryer,Maytag,MED5100D*+,1.9531
Laundry,Dryer,Maytag,YMED5100D*+,1.9531
Laundry,Dryer,Maytag,MED7100D*+,1.9531
Laundry,Dryer,Maytag,MED8100D*+,1.9531
Laundry,Dryer,Maytag,YMED7100D*+,1.9531
Laundry,Dryer,Maytag,YMED8100D*+,1.9531
Laundry,Dryer,Whirlpool,WED87HED*+,1.9531
Laundry,Dryer,Whirlpool,YWED72HED*+,1.9531
Laundry,Dryer,Whirlpool,YWED81HED*+,1.9531
Laundry,Dryer,Whirlpool,YWED87HED*+,1.9531
Laundry,Dryer,Whirlpool,WED87HED*+,1.9531
Laundry,Dryer,GE,GUD57EE*T***,1.9531
Laundry,Dryer,LG,DLEX8900*,1.9499
Laundry,Dryer,LG,DLEX8980*,1.9499
Laundry,Dryer,LG SIGNATURE,DLEX9900*,1.9499
Laundry,Dryer,GE,GTD75GCML***,1.9420
Laundry,Dryer,Maytag,MEDB855D*+,1.9239
Laundry,Dryer,Maytag,YMEDB855D*+,1.9239
Laundry,Dryer,Whirlpool,WED8510FW*,1.9239
Laundry,Dryer,Electrolux,ELFE7637***,1.9239
Laundry,Dryer,Electrolux,ELFE7337***,1.9239
Laundry,Dryer,Electrolux,ELFE7437***,1.9239
Laundry,Dryer,Electrolux,ELFE7537***,1.9239
Laundry,Dryer,Electrolux,ELFE763C***,1.9239
Laundry,Dryer,Electrolux,ELFE753C***,1.9239
Laundry,Dryer,Electrolux,ELFE743C***,1.9239
Laundry,Dryer,Electrolux,ELFE733C***,1.9239
Laundry,Dryer,Frigidaire,FDEX22E4EW,1.9239
Laundry,Dryer,Electrolux,ELFE7738***,1.9239
Laundry,Dryer,Electrolux,ELFE773C***,1.9239
Laundry,Dryer,Electrolux,ELFE7626***,1.9239
Laundry,Dryer,Electrolux,ELTE7300***,1.9239
Laundry,Dryer,Electrolux,ELTE730C***,1.9239
Laundry,Dryer,Electrolux,ELTE7600***,1.9239
Laundry,Dryer,Electrolux,ELTE760C***,1.9239
EV Charger,EV Charger,"EVBOLT, Inc.",EVB-AC-B11-LNWF4G,1.9200
EV Charger,EV Charger,MES,MES-AC48A01HW-U-BHSAEW4G,1.9200
EV Charger,EV Charger,Sarin Energy Solutions,SES-EVC-AC40A01HW-U-**S**4G*,1.9200
EV Charger,EV Charger,Sarin Energy Solutions,SES-EVC-AC48A01HW-U-**S**4G*,1.9200
EV Charger,EV Charger,Sarin Energy Solutions,"SES-EVC-AC48A01HW-U-**S**4G*, SES-EVC-AC48A01HW-U-**S***, SES-EVC-AC48A01HW-U-**S**4G#, SES-EVC-AC48A01HW-U-**S**#, SES-EVC-AC48A01HW-U-**S**4G, SES-EVC-AC48A01HW-U-**S**",1.9200
EV Charger,EV Charger,HBE,HBE-AC40A01HW-U-**S*N*,1.9200
EV Charger,EV Charger,HBE,HBE-AC48A01HW-U-**S*N*,1.9200
EV Charger,EV Charger,HBE,HBE-AC32A01HW-U-**E**4G*,1.9200
EV Charger,EV Charger,HBE,HBE-AC40A01HW-U-**E**4G*,1.9200
EV Charger,EV Charger,HBE,HBE-AC32A01HW-U-**S*N*,1.9200
EV Charger,EV Charger,HBE,HBE-AC48A01HW-U-**E*N*,1.9200
Laundry,Dryer,LG,DLEX5000*,1.8925
Laundry,Dryer,Kenmore,8139#,1.8925
Laundry,Dryer,GE,GTD65GB*K***,1.8916
Laundry,Dryer,GE,GTD65GBMR***,1.8916
Climate Control,Air Conditioner,Friedrich,CCV24A30A,1.8893
Climate Control,Air Conditioner,Whirlpool,WHAW-241IN,1.8893
Laundry,Dryer,Whirlpool,WED7590FW*,1.8682
Laundry,Dryer,Whirlpool,YWED8000D*+,1.8682
Laundry,Dryer,LG,DLEX7600*E,1.8651
Laundry,Dryer,Samsung,DVE45T61***,1.8415
Laundry,Dryer,Samsung,DVE45T6005*,1.8415
Laundry,Dryer,Whirlpool,WED560LH**,1.8415
Laundry,Dryer,Whirlpool,YWED560LH**,1.8415
Laundry,Dryer,Samsung,DVE45R63***,1.8415
Laundry,Dryer,Samsung,DVE50R85***,1.8415
Laundry,Dryer,Samsung,DVE50A85***,1.8415
Laundry,Dryer,Speed Queen,DC5004BE,1.8415
Laundry,Dryer,Speed Queen,DC5004WE,1.8415
Laundry,Dryer,Speed Queen,DR3004WE,1.8415
Laundry,Dryer,Speed Queen,ADE6H***178T***,1.8415
Laundry,Dryer,Speed Queen,ADEE9***178T***,1.8415
Laundry,Dryer,GE,G78E_1_NA,1.8156
Laundry,Dryer,GE,G78E_1_NA,1.8156
Laundry,Dryer,GE,G78E_1_NB,1.8156
Laundry,Dryer,Samsung,DVE53BB89***,1.8156
Laundry,Dryer,Samsung,DVE53BB87***,1.8156
Laundry,Dryer,Samsung,DVE50A5405*,1.8156
Laundry,Dryer,Samsung,DVE55A77***,1.8156
Laundry,Dryer,Samsung,DVE55A73***,1.8156
Laundry,Dryer,Samsung,DVE60A99***,1.8156
Laundry,Dryer,Samsung,DVE52B76***,1.8156
Laundry,Dryer,Samsung,DVE52DG5505*,1.8156
Laundry,Dryer,Whirlpool,YWED5220R**,1.8156
Laundry,Dryer,Whirlpool,YWED5720R**,1.8156
Laundry,Dryer,Whirlpool,WED5220R**,1.8156
Laundry,Dryer,Whirlpool,YWED6720R**,1.8156
Laundry,Dryer,Whirlpool,YWED4720R**,1.8156
Laundry,Dryer,Whirlpool,WED4720R**,1.8156
Laundry,Dryer,Whirlpool,WED6720R**,1.8156
Laundry,Dryer,Whirlpool,WED5720R**,1.8156
Laundry,Dryer,Samsung,DVE55CG7105*,1.8156
Laundry,Dryer,Samsung,DVE54CG7155*,1.8156
Laundry,Dryer,Samsung,DVE54CG755**,1.8156
Laundry,Dryer,Samsung,DVE55CG75***,1.8156
Laundry,Dryer,Samsung,WH53DBH7**E*,1.8156
Laundry,Dryer,Samsung,WH46DBH50*E*,1.8156
Laundry,Dryer,Samsung,WH46DBH55*E*,1.8156
Climate Control,Air Conditioner,Frigidaire,FHWW245WE2,1.8040
Climate Control,Air Conditioner,Keystone,KSTAW242WA,1.8040
Climate Control,Air Conditioner,Midea,MAW24R2VWT,1.8040
Climate Control,Air Conditioner,Midea,MAW24S2VWT-A,1.8040
Climate Control,Air Conditioner,Midea,MAW25R2VWT,1.8040
Climate Control,Air Conditioner,Midea,MAW25R2VWT,1.8040
Climate Control,Air Conditioner,Midea,MWCUWH-24CRFN8-MCM3,1.8040
EV Charger,EV Charger,Lectron,LECHG5-15-15 ABLKUS,1.8000
EV Charger,EV Charger,Lectron,LECHG5-15-15ATSLBLKUS,1.8000
EV Charger,EV Charger,TOPBAND,TB-AC215US,1.8000
Laundry,Dryer,Maytag,YMED5500FW*,1.7903
Laundry,Dryer,Maytag,MED3500FW*,1.7903
Laundry,Dryer,Maytag,YMED8200FC*,1.7903
Laundry,Dryer,Maytag,YMED8200FW*,1.7903
Laundry,Dryer,Maytag,MED5500FC*,1.7903
Laundry,Dryer,Maytag,MED5500FW*,1.7903
Laundry,Dryer,Maytag,MED8200FC*,1.7903
Laundry,Dryer,Maytag,MED8200FW*,1.7903
Laundry,Dryer,Maytag,YMED3500FW*,1.7903
Laundry,Dryer,Maytag,YMED5500FC*,1.7903
Laundry,Dryer,GE,G78E_1_N,1.7903
Laundry,Dryer,Samsung,DVE52T76***,1.7903
Laundry,Dryer,Samsung,DVE50T74***,1.7903
Laundry,Dryer,Samsung,DVE50T73***,1.7903
Laundry,Dryer,Samsung,DVE45T70***,1.7903
Laundry,Dryer,Inglis,YIED5900H**,1.7903
Laundry,Dryer,Amana,YNED5800H**,1.7903
Laundry,Dryer,Samsung,DVE54R76***,1.7903
Laundry,Dryer,Samsung,DVE54R72***,1.7903
Laundry,Dryer,Amana,NED5800H**,1.7903
Laundry,Dryer,Samsung,DVE50T52***,1.7903
Laundry,Dryer,Maytag,A24JBI7AG0,1.7903
Laundry,Dryer,Maytag,A24JBI7AG0,1.7903
Laundry,Dryer,Whirlpool,WED7505FW*,1.7658
Laundry,Dryer,Whirlpool,WED7540FW*,1.7658
Laundry,Dryer,Whirlpool,WED75HEFW*,1.7658
Laundry,Dryer,Whirlpool,WED90HEFC*,1.7658
Laundry,Dryer,Whirlpool,WED90HEFW*,1.7658
Laundry,Dryer,Whirlpool,WED92HEFBD*,1.7658
Laundry,Dryer,Whirlpool,WED92HEFBD*,1.7658
Laundry,Dryer,Whirlpool,WED92HEFU*,1.7658
Laundry,Dryer,Whirlpool,WED92HEFW*,1.7658
Laundry,Dryer,Whirlpool,YWED7505FW*,1.7658
Laundry,Dryer,Whirlpool,YWED7540FW*,1.7658
Laundry,Dryer,Whirlpool,YWED75HEFW*,1.7658
Laundry,Dryer,Whirlpool,YWED90HEFC*,1.7658
Laundry,Dryer,Whirlpool,YWED90HEFW*,1.7658
Laundry,Dryer,Whirlpool,YWED92HEFBD*,1.7658
Laundry,Dryer,Whirlpool,YWED92HEFC*,1.7658
Laundry,Dryer,Whirlpool,YWED92HEFU*,1.7658
Laundry,Dryer,Whirlpool,YWED92HEFW*,1.7658
Laundry,Dryer,Whirlpool,YWED7505FW*,1.7658
Laundry,Dryer,Whirlpool,WED8540FW*,1.7658
Laundry,Dryer,Whirlpool,WED85HEFBL*,1.7658
Laundry,Dryer,Whirlpool,WED85HEFC*,1.7658
Laundry,Dryer,Whirlpool,WED85HEFW*,1.7658
Laundry,Dryer,Whirlpool,YWED8540FW*,1.7658
Laundry,Dryer,Whirlpool,YWED85HEFBL*,1.7658
Laundry,Dryer,Whirlpool,YWED85HEFC*,1.7658
Laundry,Dryer,Whirlpool,YWED85HEFW*,1.7658
Laundry,Dryer,GE,G78E_1_NB+,1.7658
Laundry,Dryer,Samsung,DVE50BG83***,1.7658
Laundry,Dryer,Samsung,DVE46BB67***,1.7658
Laundry,Dryer,Samsung,DVE46BG65***,1.7658
Laundry,Dryer,Maytag,A22JBI7AG0,1.7658
Laundry,Dryer,Maytag,A22JBI7AG0,1.7658
Laundry,Dryer,Maytag,A22JBI7AG0,1.7658
Laundry,Dryer,Samsung,DVE50A88***,1.7658
Laundry,Dryer,Samsung,DVE50A86***,1.7658
Laundry,Dryer,Samsung,DVE45A64***,1.7658
Laundry,Dryer,GE,G78E_1_NA+,1.7658
Laundry,Dryer,GE,G78E_1_NB+,1.7658
Laundry,Dryer,GE,G78E_1_NA+,1.7658
Laundry,Dryer,GE,G78E_1_NA+,1.7658
Laundry,Dryer,Maytag,A22JBI7AG0,1.7658
Laundry,Dryer,Kenmore,61632610,1.7420
Laundry,Dryer,Kenmore,61633610,1.7420
Laundry,Dryer,Whirlpool,WED9500EC*,1.7420
Laundry,Dryer,Whirlpool,WED9500EW*,1.7420
Laundry,Dryer,Whirlpool,YWED9500EC*,1.7420
Laundry,Dryer,Whirlpool,YWED9500EW*,1.7420
Laundry,Dryer,Whirlpool,YWED9500EC*,1.7420
Laundry,Dryer,Kenmore,C6163361*,1.7420
Laundry,Dryer,Whirlpool,WED7120H**,1.7420
Laundry,Dryer,Whirlpool,YWED7120H**,1.7420
Laundry,Dryer,GE,G78E_1_T,1.7420
Laundry,Dryer,GE,G78E_1_T,1.7420
Laundry,Dryer,Whirlpool,WED5620H**,1.7420
Laundry,Dryer,Whirlpool,WED6620H**,1.7420
Laundry,Dryer,Whirlpool,WED8620H**,1.7420
Laundry,Dryer,Whirlpool,YWED5620H**,1.7420
Laundry,Dryer,Whirlpool,YWED8620H**,1.7420
Laundry,Dryer,Whirlpool,YWED6620H**,1.7420
Laundry,Dryer,Whirlpool,WED9620H**,1.7420
Laundry,Dryer,Whirlpool,YWED9620H**,1.7420
Laundry,Dryer,Maytag,MED7230H**,1.7420
Laundry,Dryer,Maytag,YMED7230H**,1.7420
Laundry,Dryer,Whirlpool,WED8127L**,1.7420
Laundry,Dryer,Whirlpool,YWED6605M**,1.7420
Laundry,Dryer,Whirlpool,WED6605M**,1.7420
Laundry,Dryer,Whirlpool,WED5605M**,1.7420
Laundry,Dryer,Whirlpool,YWED5605M**,1.7420
Laundry,Dryer,GE Profile,G78E_1_T,1.7420
Laundry,Dryer,GE,G78E_1_T,1.7420
Laundry,Dryer,GE,G78E_1_T,1.7420
Laundry,Dryer,Whirlpool,WCD5090J**,1.7233
Laundry,Dryer,Whirlpool,WCD3090J**,1.7233
Laundry,Dryer,Whirlpool,YWCD5090J**,1.7233
Laundry,Dryer,Whirlpool,YWCD3090J**,1.7233
Laundry,Dryer,Whirlpool,WED9750EW*,1.7187
Laundry,Dryer,Maytag,MED8150EC*,1.7187
Laundry,Dryer,Maytag,MED8150EW*,1.7187
Laundry,Dryer,Maytag,MED5630H**,1.7187
Laundry,Dryer,Maytag,MED6630H**,1.7187
Laundry,Dryer,Maytag,MED8630H**,1.7187
Laundry,Dryer,Maytag,YMED5630H**,1.7187
Laundry,Dryer,Maytag,YMED6630H**,1.7187
Laundry,Dryer,Maytag,YMED8630H**,1.7187
Laundry,Dryer,BLACK DECKER,BDFH44M,1.7187
Laundry,Dryer,Summit,LD2444,1.7187
Laundry,Dryer,GE Profile,G78E_1_VA,1.7187
Laundry,Dryer,GE Profile,G78E_1_VA,1.7187
Laundry,Dryer,AEG,DHP240,1.7187
Laundry,Dryer,KOOLMORE,FLD-5CWHP,1.7187
Laundry,Dryer,Magic Chef,MCSFLD44W,1.7187
Laundry,Dryer,ELEMENT,EFD4424EBW,1.7187
Laundry,Dryer,GE,G78E_1_V,1.7187
Laundry,Dryer,Direct Supply,0-36CJ6,1.7187
Laundry,Dryer,Smad,DDF-100ALBMU(HP),1.7187
Laundry,Dryer,Crosley,CED7464G**,1.6961
Laundry,Dryer,Whirlpool,WED8120H**,1.6961
Laundry,Dryer,Crosley,CFDMHE8105AW,1.6961
Laundry,Dryer,Crosley,CFDMHE8105AW,1.6961
Laundry,Dryer,Maytag,MED8230H**,1.6526
Climate Control,Air Conditioner,LG,LW2422IVSM(208V),1.6213
Climate Control,Air Conditioner,LG,LW2422IVSM(230V),1.6213
Laundry,Dryer,Whirlpool,WED99HED*+,1.5856
Laundry,Dryer,Whirlpool,YWED99HED*+,1.5856
Laundry,Dryer,Midea,MLE25H7BWW,1.5113
Laundry,Dryer,Whirlpool,WED7990FW*,1.5011
Laundry,Dryer,Whirlpool,WED9290FC*,1.5011
Laundry,Dryer,Whirlpool,WED9290FW*,1.5011
Laundry,Dryer,Whirlpool,YWED7990FW*,1.5011
Laundry,Dryer,Whirlpool,YWED9290FC*,1.5011
Laundry,Dryer,Whirlpool,YWED9290FW*,1.5011
Climate Control,Air Conditioner,Hisense,AW2223TW3W,1.4667
EV Charger,EV Charger,Enphase,EVSE-NA-1012-0130-X000,1.4400
Kitchen,Oven,UNOX S.p.A.,XAF*-03HS-L***-***,1.44
Laundry,Dryer,Whirlpool,WHD560CH**,1.3932
Laundry,Dryer,Whirlpool,WHD862CH**,1.3932
Laundry,Dryer,Whirlpool,YWHD560CH**,1.3932
Climate Control,Heater,Rheem,PROPH40 T0 RH120,1.3000
Climate Control,Heater,Rheem,PROPH50 T0 RH120,1.3000
Climate Control,Heater,Rheem,XE40T10H15U0,1.3000
Climate Control,Heater,Ruud,PROUH40 T0 RU120,1.3000
Climate Control,Heater,Ruud,PROUH50 T0 RU120,1.3000
Climate Control,Heater,Rheem,XE50T10H15U0,1.3000
Climate Control,Heater,Richmond,10E40-HP120,1.3000
Climate Control,Heater,Richmond,10E50-HP120,1.3000
Climate Control,Air Conditioner,Friedrich,CCV18A30A,1.2507
Climate Control,Air Conditioner,Whirlpool,WHAW-181IN,1.2507
Climate Control,Air Conditioner,LG,LW1822IVSM,1.2240
Climate Control,Air Conditioner,Frigidaire,FHWW185WE2,1.2000
Climate Control,Air Conditioner,Hisense,AW1823TW3W,1.2000
Climate Control,Air Conditioner,Keystone,KSTAW182WA,1.2000
Climate Control,Air Conditioner,Midea,MAW18R2VWT,1.2000
Climate Control,Air Conditioner,Midea,MAW18R2VWT,1.2000
Climate Control,Air Conditioner,Midea,MAW18S2VWT-A,1.2000
Climate Control,Air Conditioner,Midea,MWCUWH-18CRFN8-MCN10,1.2000
Kitchen,Diswasher,Hobart,FT1000Se,1.163
Laundry,Dryer,Electrolux,ELFE422C***,1.1201
Laundry,Dryer,Electrolux,ELFE4222***,1.1201
Kitchen,Diswasher,Hobart,FT1000e,1.103
Kitchen,Diswasher,Hobart,FT1000SeER,1.092
Kitchen,Diswasher,Hobart,FT1000eER,1.085
Laundry,Washer,Maytag,MVWB965H**,1.0542
Climate Control,Air Conditioner,Friedrich,CCV15A10A,1.0413
Climate Control,Air Conditioner,Whirlpool,WHAW-151IN,1.0413
Kitchen,Diswasher,Hobart,FT1000eADV,1.018
Kitchen,Diswasher,Hobart,FT1000eADV,1.018
Climate Control,Heater,Rheem,PROPH40 T0 RH120-M,1.0000
Climate Control,Heater,Rheem,PROPH40 T0 RH120-MSO,1.0000
Climate Control,Heater,Rheem,PROPH50 T0 RH120-M,1.0000
Climate Control,Heater,Rheem,PROPH50 T0 RH120-MSO,1.0000
Climate Control,Heater,Rheem,PROPH65 T0 RH120-M,1.0000
Climate Control,Heater,Rheem,PROPH65 T0 RH120-MSO,1.0000
Climate Control,Heater,Rheem,PROPH80 T0 RH120-M,1.0000
Climate Control,Heater,Rheem,PROPH80 T0 RH120-MSO,1.0000
Climate Control,Heater,Ruud,PROUH40 T0 RU120-M,1.0000
Climate Control,Heater,Ruud,PROUH40 T0 RU120-MSO,1.0000
Climate Control,Heater,Ruud,PROUH50 T0 RU120-M,1.0000
Climate Control,Heater,Ruud,PROUH50 T0 RU120-MSO,1.0000
Climate Control,Heater,Ruud,PROUH65 T0 RU120-M,1.0000
Climate Control,Heater,Ruud,PROUH65 T0 RU120-MSO,1.0000
Climate Control,Heater,Ruud,PROUH80 T0 RU120-M,1.0000
Climate Control,Heater,Rheem,XE40T10HM00U0,1.0000
